Year,Month,Inv Date,Customer Number,Product Line,Item Number,Qty Shipped,Net Sales,Net Price,COGS,gross_profit,sales,year_month,item_name,region_name,Gross Margin
2022,9,2022-09-01,17,42,8895118703,48,21976.8,457.85,6290,15686.8,21976.8,2022-09,8895118703,East,0.713789086673219
2023,10,2023-10-20,17,269,7837421780,7,5610.92,801.56,1869,3741.92,5610.92,2023-10,7837421780,East,0.6668995458855232
2023,10,2023-10-25,17,34,9666900433,6,3419.7,569.95,795,2624.7,3419.7,2023-10,9666900433,East,0.7675234669707869
2022,9,2022-09-22,17,36,4850906371,13,8160.1,627.7,2340,5820.1,8160.1,2022-09,4850906371,East,0.713238808347937
2022,3,2022-03-18,17,245,249515668,67,8076.18,120.54,2818,5258.18,8076.18,2022-03,249515668,East,0.6510726605895362
2022,1,2022-01-18,17,40,20988254,2,448.52,224.26,115,333.52,448.52,2022-01,20988254,North,0.7436011772050298
2021,10,2021-10-08,17,233,6247465141,47,3502.91,74.53,767,2735.91,3502.91,2021-10,6247465141,East,0.7810391931279993
2022,7,2022-07-08,17,51,380433705,27,13222.44,489.72,3701,9521.44,13222.44,2022-07,380433705,East,0.7200970471410723
2021,4,2021-04-05,17,151,9000360363,7,215.11,30.73,44,171.11,215.11,2021-04,9000360363,East,0.7954534889126493
2023,1,2023-01-03,17,10,6731218496,20,12245.2,612.26,3478,8767.2,12245.2,2023-01,6731218496,North,0.7159703393982949
2022,1,2022-01-02,17,272,7948838053,36,4748.76,131.91,982,3766.76,4748.76,2022-01,7948838053,North,0.7932091746055813
2023,5,2023-05-15,17,205,8167691058,40,27494.0,687.35,5741,21753.0,27494.0,2023-05,8167691058,North,0.7911908052666036
2021,4,2021-04-21,17,232,3465494847,50,32626.0,652.52,7668,24958.0,32626.0,2021-04,3465494847,South,0.7649727211426469
2022,3,2022-03-23,17,147,7945333228,89,49880.05,560.45,12963,36917.05,49880.05,2022-03,7945333228,North,0.7401165395784487
2022,4,2022-04-23,17,298,4677182748,51,30091.53,590.03,7292,22799.53,30091.53,2022-04,4677182748,West,0.7576726740049442
2022,12,2022-12-21,17,158,1127694273,6,5608.92,934.82,1837,3771.92,5608.92,2022-12,1127694273,West,0.6724859687783031
2021,3,2021-03-19,17,183,8362766417,41,589.58,14.38,135,454.58000000000004,589.58,2021-03,8362766417,North,0.7710234404152109
2022,11,2022-11-28,17,274,5143680217,89,28576.12,321.08,9155,19421.12,28576.12,2022-11,5143680217,West,0.6796276051472349
2021,12,2021-12-02,17,23,7800933689,32,15548.16,485.88,4681,10867.16,15548.16,2021-12,7800933689,East,0.6989354367333498
2021,6,2021-06-27,17,125,3562599981,77,14721.63,191.19,3814,10907.63,14721.63,2021-06,3562599981,West,0.7409254274153065
2022,10,2022-10-05,17,157,2126454372,92,24097.56,261.93,5438,18659.56,24097.56,2022-10,2126454372,West,0.7743339989608906
2023,5,2023-05-21,17,115,2602291599,86,69942.94,813.29,20479,49463.94,69942.94,2023-05,2602291599,East,0.7072041867270664
2021,2,2021-02-28,17,274,8112257314,2,47.0,23.5,15,32.0,47.0,2021-02,8112257314,West,0.6808510638297872
2022,5,2022-05-18,17,212,6575965929,29,15981.03,551.07,4308,11673.03,15981.03,2022-05,6575965929,East,0.7304303915329613
2022,7,2022-07-17,17,185,6301399755,67,64175.28,957.84,19190,44985.28,64175.28,2022-07,6301399755,East,0.7009752041596079
2023,1,2023-01-23,4,42,5277317543,97,91894.89,947.37,28310,63584.89,91894.89,2023-01,5277317543,East,0.6919306394512252
2023,3,2023-03-19,4,25,8995661658,50,4672.5,93.45,1442,3230.5,4672.5,2023-03,8995661658,East,0.6913857677902622
2021,3,2021-03-03,4,268,1392689272,10,9800.8,980.08,2315,7485.799999999999,9800.8,2021-03,1392689272,West,0.7637947922618562
2023,11,2023-11-28,4,217,9670471425,72,60739.2,843.6,15054,45685.2,60739.2,2023-11,9670471425,West,0.7521534692587324
2023,9,2023-09-22,4,155,5222053438,67,6164.0,92.0,1849,4315.0,6164.0,2023-09,5222053438,South,0.7000324464633355
2023,12,2023-12-08,4,157,3242790503,98,87061.24,888.38,17524,69537.24,87061.24,2023-12,3242790503,South,0.7987163977907965
2023,4,2023-04-13,4,220,2992849994,38,23315.66,613.57,4898,18417.66,23315.66,2023-04,2992849994,North,0.7899265986894645
2023,12,2023-12-21,4,195,8437035427,45,18503.1,411.18,3932,14571.099999999999,18503.1,2023-12,8437035427,South,0.7874950683939448
2021,6,2021-06-12,4,252,3350006741,73,56956.79,780.23,11596,45360.79,56956.79,2021-06,3350006741,North,0.7964070657774077
2022,10,2022-10-13,4,266,5779824536,71,60132.74,846.94,15591,44541.74,60132.74,2022-10,5779824536,North,0.7407236058094143
2023,1,2023-01-15,4,50,3436117806,8,5107.36,638.42,1688,3419.3599999999997,5107.36,2023-01,3436117806,East,0.6694965696563391
2023,11,2023-11-27,4,104,6539542833,68,44474.04,654.03,10375,34099.04,44474.04,2023-11,6539542833,West,0.7667178425886202
2021,5,2021-05-10,4,288,273121074,32,9177.92,286.81,2738,6439.92,9177.92,2021-05,273121074,South,0.7016753251281336
2021,12,2021-12-03,4,214,1294256866,82,18433.6,224.8,5553,12880.599999999999,18433.6,2021-12,1294256866,West,0.6987566183491016
2021,4,2021-04-01,4,23,3920467419,17,15944.64,937.92,3773,12171.64,15944.64,2021-04,3920467419,North,0.7633687558953981
2021,7,2021-07-12,4,141,5407889657,19,1174.39,61.81,336,838.3900000000001,1174.39,2021-07,5407889657,South,0.7138940215771592
2022,7,2022-07-05,4,181,3250787506,78,20712.9,265.55,5758,14954.900000000001,20712.9,2022-07,3250787506,West,0.7220089895668883
2021,9,2021-09-10,4,281,2247427281,7,4140.78,591.54,1028,3112.7799999999997,4140.78,2021-09,2247427281,South,0.7517375953322804
2023,1,2023-01-02,4,132,9794206955,16,11985.6,749.1,3490,8495.6,11985.6,2023-01,9794206955,South,0.7088172473635029
2021,9,2021-09-05,4,105,5537571632,13,8217.3,632.1,2000,6217.299999999999,8217.3,2021-09,5537571632,West,0.7566110522921153
2021,1,2021-01-17,4,278,3188737554,23,14825.11,644.57,4328,10497.11,14825.11,2021-01,3188737554,West,0.7080628744070028
2022,6,2022-06-26,4,191,1061703562,79,12750.6,161.4,2684,10066.6,12750.6,2022-06,1061703562,East,0.7895001019559864
2023,3,2023-03-22,4,61,2550825244,1,950.7,950.7,213,737.7,950.7,2023-03,2550825244,East,0.7759545597980435
2021,6,2021-06-15,4,92,6831616751,74,14714.9,198.85,4259,10455.9,14714.9,2021-06,6831616751,North,0.7105654812468994
2022,9,2022-09-27,4,143,7989765373,1,156.82,156.82,50,106.82,156.82,2022-09,7989765373,East,0.6811631169493687
2021,10,2021-10-21,4,211,822107094,63,49591.08,787.16,14483,35108.08,49591.08,2021-10,822107094,North,0.7079515106345738
2023,1,2023-01-18,4,135,6567834592,100,2976.0,29.76,885,2091.0,2976.0,2023-01,6567834592,East,0.7026209677419355
2022,1,2022-01-07,4,71,4409391563,54,15075.72,279.18,5268,9807.72,15075.72,2022-01,4409391563,East,0.650563953164426
2022,12,2022-12-16,4,237,8889979066,80,69189.6,864.87,21475,47714.600000000006,69189.6,2022-12,8889979066,South,0.6896209835004105
2021,12,2021-12-17,4,11,5641794793,75,63690.0,849.2,14936,48754.0,63690.0,2021-12,5641794793,East,0.7654890877688805
2022,8,2022-08-10,12,30,4523740580,100,30414.0,304.14,9923,20491.0,30414.0,2022-08,4523740580,South,0.6737357795751956
2023,8,2023-08-10,12,47,6060910414,63,11808.72,187.44,3553,8255.72,11808.72,2023-08,6060910414,South,0.6991206498248752
2023,4,2023-04-09,12,134,9708904584,75,26096.25,347.95,8982,17114.25,26096.25,2023-04,9708904584,West,0.6558126167552809
2022,2,2022-02-25,12,12,364643234,25,7285.75,291.43,2288,4997.75,7285.75,2022-02,364643234,South,0.6859623237140995
2021,6,2021-06-04,12,25,6676622095,28,27478.92,981.39,8753,18725.92,27478.92,2021-06,6676622095,South,0.6814649192908601
2021,1,2021-01-02,12,22,1710612075,29,27422.69,945.61,6069,21353.69,27422.69,2021-01,1710612075,North,0.7786869194816409
2023,7,2023-07-15,12,107,9004855415,15,562.8,37.52,126,436.79999999999995,562.8,2023-07,9004855415,South,0.7761194029850746
2022,8,2022-08-16,12,182,1258169690,74,66179.68,894.32,20789,45390.67999999999,66179.68,2022-08,1258169690,South,0.6858703457012787
2022,12,2022-12-03,12,46,5989883825,19,8119.46,427.34,1675,6444.46,8119.46,2022-12,5989883825,South,0.7937054927298121
2023,8,2023-08-11,12,60,4851895357,2,494.4,247.2,152,342.4,494.4,2023-08,4851895357,North,0.6925566343042071
2021,9,2021-09-23,12,92,3388313267,73,41242.08,564.96,9737,31505.08,41242.08,2021-09,3388313267,East,0.7639061851390618
2021,9,2021-09-19,12,125,1476606701,12,5450.52,454.21,1281,4169.52,5450.52,2021-09,1476606701,West,0.7649765526958896
2023,11,2023-11-13,12,249,6590097243,94,41848.8,445.2,8941,32907.8,41848.8,2023-11,6590097243,East,0.7863499072852747
2022,4,2022-04-01,12,88,4422869786,52,12260.56,235.78,2969,9291.56,12260.56,2022-04,4422869786,South,0.757841403655298
2022,6,2022-06-21,12,149,9452877416,72,68146.56,946.48,14778,53368.56,68146.56,2022-06,9452877416,North,0.7831438593525484
2023,5,2023-05-24,12,204,7443526178,65,15158.65,233.21,3650,11508.65,15158.65,2023-05,7443526178,South,0.7592133864163365
2023,1,2023-01-23,12,139,873088919,48,4899.84,102.08,1645,3254.84,4899.84,2023-01,873088919,South,0.6642747518286312
2022,3,2022-03-21,12,74,3781915631,95,73913.8,778.04,16802,57111.8,73913.8,2022-03,3781915631,South,0.772681150204698
2021,6,2021-06-04,12,271,6399851263,58,48755.96,840.62,15233,33522.96,48755.96,2021-06,6399851263,North,0.6875664021383232
2023,2,2023-02-08,12,198,1096240671,97,49088.79,506.07,11680,37408.79,49088.79,2023-02,1096240671,South,0.7620638031615772
2021,9,2021-09-27,12,299,927571217,10,8552.4,855.24,2173,6379.4,8552.4,2021-09,927571217,North,0.7459192741218839
2022,8,2022-08-22,12,267,6728710411,3,1170.18,390.06,254,916.1800000000001,1170.18,2022-08,6728710411,North,0.7829393768480063
2021,6,2021-06-15,12,33,1407544115,29,27584.8,951.2,7506,20078.8,27584.8,2021-06,1407544115,South,0.7278936225747513
2022,11,2022-11-27,12,130,7052301898,57,41236.65,723.45,12691,28545.65,41236.65,2022-11,7052301898,North,0.6922397915446575
2021,4,2021-04-26,12,292,4425924396,4,664.84,166.21,151,513.84,664.84,2021-04,4425924396,South,0.7728776848565069
2022,7,2022-07-22,12,199,9441889917,35,34470.45,984.87,9954,24516.449999999997,34470.45,2022-07,9441889917,East,0.7112309238782784
2022,1,2022-01-22,12,115,9988777328,9,2150.37,238.93,704,1446.37,2150.37,2022-01,9988777328,North,0.6726144802987393
2023,1,2023-01-23,12,12,2257537272,42,7182.0,171.0,2118,5064.0,7182.0,2023-01,2257537272,South,0.7050960735171261
2021,1,2021-01-26,12,285,3383980468,26,24191.18,930.43,5269,18922.18,24191.18,2021-01,3383980468,East,0.7821933448471716
2022,12,2022-12-08,12,35,3560815727,30,1344.0,44.8,364,980.0,1344.0,2022-12,3560815727,South,0.7291666666666666
2023,7,2023-07-03,13,112,2296909152,96,67842.24,706.69,22548,45294.240000000005,67842.24,2023-07,2296909152,East,0.6676406911092558
2021,1,2021-01-18,13,154,6221882408,78,75533.64,968.38,24581,50952.64,75533.64,2021-01,6221882408,South,0.6745688411150317
2023,5,2023-05-13,13,203,2860230829,71,4041.32,56.92,935,3106.32,4041.32,2023-05,2860230829,North,0.7686399493234883
2022,5,2022-05-12,13,99,574489232,14,301.98,21.57,68,233.98000000000002,301.98,2022-05,574489232,North,0.7748195244718193
2022,2,2022-02-07,13,195,7301051992,1,409.81,409.81,96,313.81,409.81,2022-02,7301051992,East,0.7657451013884483
2022,5,2022-05-05,13,63,5201203626,60,44392.8,739.88,13685,30707.800000000003,44392.8,2022-05,5201203626,West,0.6917292894343227
2021,5,2021-05-24,13,106,3034457136,17,14415.15,847.95,3381,11034.15,14415.15,2021-05,3034457136,East,0.7654550941197282
2023,5,2023-05-06,13,84,7065499118,31,27189.48,877.08,7823,19366.48,27189.48,2023-05,7065499118,East,0.7122784253321505
2023,1,2023-01-01,13,29,315964765,63,62618.85,993.95,20488,42130.85,62618.85,2023-01,315964765,West,0.6728141765618499
2023,5,2023-05-02,13,118,5044648885,7,3309.67,472.81,880,2429.67,3309.67,2023-05,5044648885,North,0.7341124643846667
2021,5,2021-05-28,13,79,5163841535,28,10332.0,369.0,2532,7800.0,10332.0,2021-05,5163841535,West,0.7549361207897793
2021,6,2021-06-23,13,204,2069471223,73,30862.21,422.77,6302,24560.21,30862.21,2021-06,2069471223,West,0.795802050468842
2023,8,2023-08-04,13,170,4024090550,87,38558.4,443.2,13418,25140.4,38558.4,2023-08,4024090550,South,0.6520083820905432
2023,11,2023-11-06,13,230,7312413176,11,10180.5,925.5,2140,8040.5,10180.5,2023-11,7312413176,East,0.7897942144295467
2023,7,2023-07-20,13,159,9039627894,34,32768.52,963.78,9546,23222.519999999997,32768.52,2023-07,9039627894,West,0.7086838221561426
2022,11,2022-11-25,13,71,180930222,68,56310.12,828.09,13113,43197.12,56310.12,2022-11,180930222,South,0.7671288926395469
2023,12,2023-12-10,13,143,9549971933,15,13994.25,932.95,2973,11021.25,13994.25,2023-12,9549971933,West,0.7875556031941691
2021,4,2021-04-19,13,101,8555866492,79,54529.75,690.25,12234,42295.75,54529.75,2021-04,8555866492,East,0.7756454045727332
2021,3,2021-03-09,13,257,5972162084,49,21396.34,436.66,4433,16963.34,21396.34,2021-03,5972162084,South,0.7928150328514129
2021,4,2021-04-24,13,261,7469992048,59,16168.36,274.04,3296,12872.36,16168.36,2021-04,7469992048,West,0.7961450635685994
2022,1,2022-01-11,13,121,6084419546,31,7641.19,246.49,1737,5904.19,7641.19,2022-01,6084419546,North,0.7726793863259518
2023,7,2023-07-17,13,225,7044161069,68,7038.68,103.51,2087,4951.68,7038.68,2023-07,7044161069,South,0.7034955417777197
2023,12,2023-12-08,13,208,3463996968,69,8763.69,127.01,1799,6964.6900000000005,8763.69,2023-12,3463996968,West,0.7947211733870093
2021,2,2021-02-20,13,206,729910884,68,67228.88,988.66,20756,46472.880000000005,67228.88,2021-02,729910884,North,0.6912636355090254
2022,11,2022-11-25,13,69,3731074803,69,65129.1,943.9,14042,51087.1,65129.1,2022-11,3731074803,South,0.7843974506019583
2023,6,2023-06-05,13,63,5663894100,31,30712.63,990.73,8259,22453.63,30712.63,2023-06,5663894100,West,0.7310878293392653
2023,1,2023-01-10,13,132,7131482209,42,6502.44,154.82,1822,4680.44,6502.44,2023-01,7131482209,South,0.7197974914032271
2022,2,2022-02-25,13,154,7732735794,10,1773.5,177.35,409,1364.5,1773.5,2022-02,7732735794,East,0.7693825768254863
2023,8,2023-08-13,13,239,6512652833,69,16045.95,232.55,4081,11964.95,16045.95,2023-08,6512652833,South,0.7456679099710519
2023,9,2023-09-07,13,141,5837298438,45,1669.5,37.1,421,1248.5,1669.5,2023-09,5837298438,East,0.7478286912249177
2021,1,2021-01-03,1,100,1452038.02,324,6998.4,21.599999999999998,1821,5177.4,6998.4,2021-01,1452038.02,West,0.7397976680384087
2021,1,2021-01-03,1,100,1452405.02,40,1584.0,39.6,526,1058.0,1584.0,2021-01,1452405.02,South,0.6679292929292929
2021,1,2021-01-03,1,100,1452703.02,60,3564.0,59.4,1199,2365.0,3564.0,2021-01,1452703.02,North,0.6635802469135802
2021,1,2021-01-03,1,100,1452943.02,48,9504.0,198.0,2267,7237.0,9504.0,2021-01,1452943.02,North,0.7614688552188552
2021,1,2021-01-03,1,100,1453220.02,20,1980.0,99.0,432,1548.0,1980.0,2021-01,1453220.02,East,0.7818181818181819
2021,1,2021-01-03,1,100,1453252.02,16,3960.0,247.5,1003,2957.0,3960.0,2021-01,1453252.02,South,0.7467171717171717
2021,1,2021-01-03,3,140,1710910.01,108,12645.72,117.08999999999999,3857,8788.72,12645.72,2021-01,1710910.01,East,0.6949956190711165
2021,1,2021-01-05,1,100,1452730.02,40,5940.0,148.5,1453,4487.0,5940.0,2021-01,1452730.02,East,0.7553872053872054
2021,1,2021-01-05,1,100,1452928.02,160,12672.0,79.2,3363,9309.0,12672.0,2021-01,1452928.02,South,0.7346117424242424
2021,1,2021-01-05,1,110,1455548.02,200,16440.0,82.2,3849,12591.0,16440.0,2021-01,1455548.02,West,0.7658759124087591
2021,1,2021-01-08,2,70,1740050,20,71.2,3.56,15,56.2,71.2,2021-01,1740050,South,0.7893258426966292
2021,1,2021-01-08,2,70,1740090,60,308.4,5.14,87,221.39999999999998,308.4,2021-01,1740090,South,0.7178988326848249
2021,1,2021-01-08,2,70,1740130,48,322.56,6.72,97,225.56,322.56,2021-01,1740130,South,0.699280753968254
2021,1,2021-01-08,2,70,1740220,24,246.48,10.27,83,163.48,246.48,2021-01,1740220,North,0.663258682246024
2021,1,2021-01-08,2,70,1740300,108,1450.44,13.43,387,1063.44,1450.44,2021-01,1740300,West,0.7331844130057086
2021,1,2021-01-08,2,70,1740380,12,199.08,16.59,57,142.08,199.08,2021-01,1740380,South,0.7136829415310428
2021,1,2021-01-08,2,70,1740440,108,2047.68,18.96,540,1507.68,2047.68,2021-01,1740440,North,0.7362869198312236
2021,1,2021-01-08,2,70,1740600,16,404.48,25.28,116,288.48,404.48,2021-01,1740600,East,0.7132120253164557
2021,1,2021-01-08,2,70,1741880,10,758.4,75.84,172,586.4,758.4,2021-01,1741880,East,0.7732067510548523
2021,1,2021-01-08,2,80,1421260,5,237.0,47.4,49,188.0,237.0,2021-01,1421260,West,0.7932489451476793
2021,1,2021-01-08,1,100,1452405.02,80,3168.0,39.6,888,2280.0,3168.0,2021-01,1452405.02,North,0.7196969696969697
2021,1,2021-01-08,1,100,1452418.02,24,2376.0,99.0,603,1773.0,2376.0,2021-01,1452418.02,South,0.7462121212121212
2021,1,2021-01-08,1,100,1452703.02,60,3564.0,59.4,746,2818.0,3564.0,2021-01,1452703.02,South,0.7906846240179574
2021,1,2021-01-08,1,100,1452730.02,20,2970.0,148.5,809,2161.0,2970.0,2021-01,1452730.02,North,0.7276094276094276
2021,1,2021-01-08,1,100,1452928.02,160,12672.0,79.2,3596,9076.0,12672.0,2021-01,1452928.02,South,0.7162247474747475
2021,1,2021-01-08,1,100,1452943.02,48,9504.0,198.0,2954,6550.0,9504.0,2021-01,1452943.02,North,0.6891835016835017
2021,1,2021-01-08,1,100,1453220.02,40,3960.0,99.0,1107,2853.0,3960.0,2021-01,1453220.02,East,0.7204545454545455
2021,1,2021-01-08,1,110,1455412.02,40,1644.0,41.1,352,1292.0,1644.0,2021-01,1455412.02,West,0.7858880778588808
2021,1,2021-01-08,2,120,1750338,40,142.4,3.56,41,101.4,142.4,2021-01,1750338,South,0.7120786516853933
2021,1,2021-01-08,2,120,1750378,12,61.68,5.14,19,42.68,61.68,2021-01,1750378,North,0.691958495460441
2021,1,2021-01-08,2,120,1751080,2,56.88,28.44,11,45.88,56.88,2021-01,1751080,South,0.8066104078762306
2021,1,2021-01-08,2,120,1751880,3,227.52,75.84,65,162.52,227.52,2021-01,1751880,West,0.714310829817159
2021,1,2021-01-08,2,150,1746930,4,106.08,26.52,31,75.08,106.08,2021-01,1746930,East,0.7077677224736049
2021,1,2021-01-08,2,150,1747010,4,123.76,30.94,27,96.76,123.76,2021-01,1747010,East,0.781835811247576
2021,1,2021-01-08,2,180,1270225.6,8,90.0,11.25,29,61.0,90.0,2021-01,1270225.6,South,0.6777777777777778
2021,1,2021-01-08,2,180,1270695.6,2,103.8,51.9,32,71.8,103.8,2021-01,1270695.6,East,0.6917148362235067
2021,1,2021-01-08,2,200,1280510,4,94.08,23.52,31,63.08,94.08,2021-01,1280510,South,0.6704931972789115
2021,1,2021-01-08,2,200,1280760,2,70.56,35.28,21,49.56,70.56,2021-01,1280760,West,0.7023809523809524
2021,1,2021-01-09,1,100,1452703.02,60,3564.0,59.4,1182,2382.0,3564.0,2021-01,1452703.02,West,0.6683501683501684
2021,1,2021-01-10,1,100,1452703.02,120,7128.0,59.4,1548,5580.0,7128.0,2021-01,1452703.02,West,0.7828282828282829
2021,1,2021-01-10,1,100,1453150.02,60,5346.0,89.1,1103,4243.0,5346.0,2021-01,1453150.02,East,0.7936775158997381
2021,1,2021-01-11,1,110,1455481.02,30,1849.5,61.65,463,1386.5,1849.5,2021-01,1455481.02,North,0.7496620708299541
2021,1,2021-01-11,1,110,1455548.02,200,16440.0,82.2,4740,11700.0,16440.0,2021-01,1455548.02,North,0.7116788321167883
2021,1,2021-01-12,2,200,1281240,1,58.8,58.8,20,38.8,58.8,2021-01,1281240,West,0.6598639455782312
2021,1,2021-01-12,2,250,X731B6514331,1,222.0,222.0,75,147.0,222.0,2021-01,X731B6514331,South,0.6621621621621622
2021,1,2021-01-12,2,250,XK3S1B6501331,1,165.0,165.0,37,128.0,165.0,2021-01,XK3S1B6501331,North,0.7757575757575758
2021,1,2021-01-15,2,210,DIGIKIT,1,79.0,79.0,26,53.0,79.0,2021-01,DIGIKIT,North,0.6708860759493671
2021,1,2021-01-16,2,70,1740220,32,328.64,10.27,85,243.64,328.64,2021-01,1740220,South,0.7413583252190847
2021,1,2021-01-16,2,70,1740380,8,132.72,16.59,38,94.72,132.72,2021-01,1740380,South,0.7136829415310428
2021,1,2021-01-16,2,70,1740600,16,404.48,25.28,115,289.48,404.48,2021-01,1740600,East,0.715684335443038
2021,1,2021-01-16,2,70,1741160,20,948.0,47.4,256,692.0,948.0,2021-01,1741160,East,0.729957805907173
2021,1,2021-01-16,1,100,1452038.02,324,6998.4,21.599999999999998,2030,4968.4,6998.4,2021-01,1452038.02,West,0.70993369913123
2021,1,2021-01-16,1,100,1452405.02,40,1584.0,39.6,343,1241.0,1584.0,2021-01,1452405.02,West,0.7834595959595959
2021,1,2021-01-16,1,100,1452418.02,24,2376.0,99.0,705,1671.0,2376.0,2021-01,1452418.02,East,0.7032828282828283
2021,1,2021-01-16,1,100,1452730.02,40,5940.0,148.5,1687,4253.0,5940.0,2021-01,1452730.02,South,0.715993265993266
2021,1,2021-01-16,1,100,1452943.02,48,9504.0,198.0,2000,7504.0,9504.0,2021-01,1452943.02,East,0.7895622895622896
2021,1,2021-01-16,1,100,1453057,10500,9250.5,0.881,2996,6254.5,9250.5,2021-01,1453057,West,0.6761256148316307
2021,1,2021-01-16,1,100,1453150.02,60,5346.0,89.1,1509,3837.0,5346.0,2021-01,1453150.02,South,0.7177328843995511
2021,1,2021-01-16,1,110,1455481.02,30,1849.5,61.65,633,1216.5,1849.5,2021-01,1455481.02,South,0.6577453365774534
2021,1,2021-01-16,1,110,1455548.02,200,16440.0,82.2,3523,12917.0,16440.0,2021-01,1455548.02,East,0.7857055961070559
2021,1,2021-01-16,2,120,1750790,16,303.36,18.96,75,228.36,303.36,2021-01,1750790,North,0.7527689873417721
2021,1,2021-01-16,2,120,1750808,20,442.4,22.119999999999997,116,326.4,442.4,2021-01,1750808,West,0.7377938517179023
2021,1,2021-01-16,2,150,1746580,12,86.16,7.18,22,64.16,86.16,2021-01,1746580,East,0.744661095636026
2021,1,2021-01-16,2,150,1746620,12,112.68,9.39,35,77.68,112.68,2021-01,1746620,West,0.6893858714944977
2021,1,2021-01-16,2,150,1747650,4,265.2,66.3,71,194.2,265.2,2021-01,1747650,South,0.7322775263951734
2021,1,2021-01-16,2,180,1270335.6,8,166.08,20.76,40,126.08000000000001,166.08,2021-01,1270335.6,East,0.7591522157996147
2021,1,2021-01-16,2,200,1280510,4,94.08,23.52,31,63.08,94.08,2021-01,1280510,North,0.6704931972789115
2021,1,2021-01-18,2,70,1740050,20,71.2,3.56,16,55.2,71.2,2021-01,1740050,East,0.7752808988764045
2021,1,2021-01-18,2,70,1740220,16,164.32,10.27,41,123.32,164.32,2021-01,1740220,South,0.7504868549172347
2021,1,2021-01-18,2,70,1740380,8,132.72,16.59,38,94.72,132.72,2021-01,1740380,South,0.7136829415310428
2021,1,2021-01-18,2,70,1740600,12,303.36,25.28,67,236.36,303.36,2021-01,1740600,West,0.7791402953586498
2021,1,2021-01-18,2,70,1740920,84,3185.28,37.92,745,2440.28,3185.28,2021-01,1740920,North,0.7661116134217401
2021,1,2021-01-18,1,100,1452405.02,80,3168.0,39.6,659,2509.0,3168.0,2021-01,1452405.02,East,0.7919823232323232
2021,1,2021-01-18,1,100,1452418.02,24,2376.0,99.0,558,1818.0,2376.0,2021-01,1452418.02,South,0.7651515151515151
2021,1,2021-01-18,1,100,1452703.02,60,3564.0,59.4,887,2677.0,3564.0,2021-01,1452703.02,North,0.7511223344556678
2021,1,2021-01-18,1,100,1452730.02,20,2970.0,148.5,1038,1932.0,2970.0,2021-01,1452730.02,East,0.6505050505050505
2021,1,2021-01-18,1,110,1455412.02,40,1644.0,41.1,372,1272.0,1644.0,2021-01,1455412.02,South,0.7737226277372263
2021,1,2021-01-18,3,140,1710910.01,180,21076.2,117.09,4231,16845.2,21076.2,2021-01,1710910.01,East,0.7992522371205436
2021,1,2021-01-18,2,150,1747650,4,265.2,66.3,72,193.2,265.2,2021-01,1747650,South,0.7285067873303167
2021,1,2021-01-18,2,180,1270415.6,4,110.72,27.68,29,81.72,110.72,2021-01,1270415.6,North,0.7380780346820809
2021,1,2021-01-18,2,180,1270575.6,8,332.16,41.52,111,221.16000000000003,332.16,2021-01,1270575.6,South,0.6658236994219654
2021,1,2021-01-18,2,200,1280600,4,109.76,27.44,31,78.76,109.76,2021-01,1280600,West,0.7175655976676385
2021,1,2021-01-18,2,250,D021B650408,1,53.4,53.4,16,37.4,53.4,2021-01,D021B650408,North,0.700374531835206
2021,1,2021-01-19,3,230,XWCFDA2537249,8,4680.0,585.0,972,3708.0,4680.0,2021-01,XWCFDA2537249,East,0.7923076923076923
2021,1,2021-01-22,1,100,1452943.02,48,9504.0,198.0,3029,6475.0,9504.0,2021-01,1452943.02,West,0.6812920875420876
2021,1,2021-01-22,1,100,1453150.02,60,5346.0,89.1,1369,3977.0,5346.0,2021-01,1453150.02,North,0.7439206883651328
2021,1,2021-01-22,1,100,1453220.02,60,5940.0,99.0,1299,4641.0,5940.0,2021-01,1453220.02,West,0.7813131313131313
2021,1,2021-01-23,1,90,1490342,12,2820.0,235.0,941,1879.0,2820.0,2021-01,1490342,East,0.6663120567375886
2021,1,2021-01-24,2,70,1740220,24,246.48,10.27,67,179.48,246.48,2021-01,1740220,West,0.7281726712106459
2021,1,2021-01-24,2,70,1740380,40,663.6,16.59,199,464.6,663.6,2021-01,1740380,West,0.7001205545509344
2021,1,2021-01-24,2,70,1740440,16,303.36,18.96,62,241.36,303.36,2021-01,1740440,East,0.7956223628691983
2021,1,2021-01-24,2,70,1740600,12,303.36,25.28,96,207.36,303.36,2021-01,1740600,West,0.6835443037974683
2021,1,2021-01-24,2,70,1741160,10,474.0,47.4,152,322.0,474.0,2021-01,1741160,North,0.679324894514768
2021,1,2021-01-24,2,70,1741880,15,1137.6,75.83999999999999,394,743.5999999999999,1137.6,2021-01,1741880,South,0.6536568213783404
2021,1,2021-01-24,2,70,1742362,2,189.6,94.8,43,146.6,189.6,2021-01,1742362,South,0.7732067510548523
2021,1,2021-01-24,1,110,1455481.02,30,1849.5,61.65,431,1418.5,1849.5,2021-01,1455481.02,East,0.7669640443363072
2021,1,2021-01-24,2,120,1750723,4,53.72,13.43,13,40.72,53.72,2021-01,1750723,West,0.7580044676098288
2021,1,2021-01-24,2,120,1750758,8,132.72,16.59,30,102.72,132.72,2021-01,1750758,West,0.7739602169981917
