Customer Number,Item Number,year_month,quarter,region_name,sales,Qty Shipped,COGS,gross_profit,Gross Margin,cost_per_unit
1,1453220.02,2022-04,2022Q2,West,5940.0,60,1929,4011.0,67.53,99.0
1,1453220.02,2022-05,2022Q2,North,1980.0,20,652,1328.0,67.07,99.0
1,1453252.02,2021-01,2021Q1,South,3960.0,16,1003,2957.0,74.67,247.5
1,1453252.02,2021-03,2021Q1,West,3960.0,16,1118,2842.0,71.77,247.5
1,1453252.02,2021-04,2021Q2,East,7920.0,32,2441,5479.0,69.18,247.5
1,1453252.02,2021-05,2021Q2,West,19800.0,80,4661,15139.0,76.46,247.5
1,1453252.02,2021-06,2021Q2,West,3960.0,16,1276,2684.0,67.78,247.5
1,1453252.02,2021-07,2021Q3,South,7920.0,32,2147,5773.0,72.89,247.5
1,1453252.02,2021-07,2021Q3,West,7672.5,31,2069,5603.5,73.03,247.5
1,1453252.02,2021-08,2021Q3,South,7920.0,32,1842,6078.0,76.74,247.5
1,1453252.02,2021-08,2021Q3,West,19800.0,80,4659,15141.0,76.47,247.5
1,1453252.02,2021-09,2021Q3,East,7920.0,32,2355,5565.0,70.27,247.5
1,1453252.02,2021-09,2021Q3,South,15840.0,64,4627,11213.0,70.79,247.5
1,1453252.02,2022-02,2022Q1,South,3960.0,16,963,2997.0,75.68,247.5
1,1453252.02,2022-03,2022Q1,East,3960.0,16,973,2987.0,75.43,247.5
1,1453252.02,2022-03,2022Q1,South,7920.0,32,2128,5792.0,73.13,247.5
1,1453252.02,2022-04,2022Q2,East,7920.0,32,2174,5746.0,72.55,247.5
1,1453252.02,2022-05,2022Q2,West,7920.0,32,2060,5860.0,73.99,247.5
1,1453252.02,2022-06,2022Q2,North,7920.0,32,2473,5447.0,68.78,247.5
1,1453252.02,2022-06,2022Q2,South,7920.0,32,2103,5817.0,73.45,247.5
1,1453252.02,2022-06,2022Q2,West,7920.0,32,2026,5894.0,74.42,247.5
1,1453252.02,2022-07,2022Q3,South,7920.0,32,2215,5705.0,72.03,247.5
1,1455412.02,2021-01,2021Q1,South,1644.0,40,372,1272.0,77.37,41.1
1,1455412.02,2021-01,2021Q1,West,1644.0,40,352,1292.0,78.59,41.1
1,1455412.02,2021-02,2021Q1,South,3288.0,80,784,2504.0,76.16,41.1
1,1455412.02,2021-02,2021Q1,West,4932.0,120,1483,3449.0,69.93,41.1
1,1455412.02,2021-03,2021Q1,East,1644.0,40,566,1078.0,65.57,41.1
1,1455412.02,2021-03,2021Q1,South,1644.0,40,458,1186.0,72.14,41.1
1,1455412.02,2021-04,2021Q2,North,1644.0,40,387,1257.0,76.46,41.1
1,1455412.02,2021-06,2021Q2,South,3288.0,80,843,2445.0,74.36,41.1
1,1455412.02,2021-06,2021Q2,West,4932.0,120,1201,3731.0,75.65,41.1
1,1455412.02,2021-07,2021Q3,South,1644.0,40,461,1183.0,71.96,41.1
1,1455412.02,2021-07,2021Q3,West,1644.0,40,519,1125.0,68.43,41.1
1,1455412.02,2021-08,2021Q3,West,6576.0,160,2101,4475.0,68.05,41.1
1,1455412.02,2021-09,2021Q3,North,1644.0,40,560,1084.0,65.94,41.1
1,1455412.02,2021-09,2021Q3,West,1644.0,40,368,1276.0,77.62,41.1
1,1455412.02,2021-11,2021Q4,North,1644.0,40,449,1195.0,72.69,41.1
1,1455412.02,2021-12,2021Q4,South,3288.0,80,687,2601.0,79.11,41.1
1,1455412.02,2022-01,2022Q1,South,9864.0,240,2584,7280.0,73.8,41.1
1,1455412.02,2022-03,2022Q1,North,1644.0,40,500,1144.0,69.59,41.1
1,1455412.02,2022-03,2022Q1,South,1644.0,40,409,1235.0,75.12,41.1
1,1455412.02,2022-03,2022Q1,West,4932.0,120,1148,3784.0,76.72,41.1
1,1455412.02,2022-04,2022Q2,West,1644.0,40,571,1073.0,65.27,41.1
1,1455481.02,2021-01,2021Q1,East,1849.5,30,431,1418.5,76.7,61.65
1,1455481.02,2021-01,2021Q1,North,1849.5,30,463,1386.5,74.97,61.65
1,1455481.02,2021-01,2021Q1,South,1849.5,30,633,1216.5,65.77,61.65
1,1455481.02,2021-02,2021Q1,East,1849.5,30,482,1367.5,73.94,61.65
1,1455481.02,2021-02,2021Q1,North,1849.5,30,526,1323.5,71.56,61.65
1,1455481.02,2021-02,2021Q1,West,3699.0,60,916,2783.0,75.24,61.65
1,1455481.02,2021-03,2021Q1,East,3699.0,60,1045,2654.0,71.75,61.65
1,1455481.02,2021-03,2021Q1,North,1849.5,30,384,1465.5,79.24,61.65
1,1455481.02,2021-04,2021Q2,North,3699.0,60,1054,2645.0,71.51,61.65
1,1455481.02,2021-04,2021Q2,South,1849.5,30,414,1435.5,77.62,61.65
1,1455481.02,2021-05,2021Q2,North,3699.0,60,1215,2484.0,67.15,61.65
1,1455481.02,2021-06,2021Q2,South,7398.0,120,2551,4847.0,65.52,61.65
1,1455481.02,2021-06,2021Q2,West,7398.0,120,1602,5796.0,78.35,61.65
1,1455481.02,2021-07,2021Q3,East,3699.0,60,1036,2663.0,71.99,61.65
1,1455481.02,2021-07,2021Q3,North,1849.5,30,465,1384.5,74.86,61.65
1,1455481.02,2021-08,2021Q3,North,11097.0,180,3362,7735.0,69.7,61.65
1,1455481.02,2021-08,2021Q3,West,1849.5,30,553,1296.5,70.1,61.65
1,1455481.02,2021-09,2021Q3,East,5548.5,90,1499,4049.5,72.98,61.65
1,1455481.02,2021-10,2021Q4,North,5548.5,90,1263,4285.5,77.24,61.65
1,1455481.02,2021-10,2021Q4,South,3699.0,60,1244,2455.0,66.37,61.65
1,1455481.02,2021-11,2021Q4,South,1849.5,30,520,1329.5,71.88,61.65
1,1455481.02,2021-12,2021Q4,North,1849.5,30,479,1370.5,74.1,61.65
1,1455481.02,2021-12,2021Q4,West,3699.0,60,814,2885.0,77.99,61.65
1,1455481.02,2022-01,2022Q1,North,3699.0,60,799,2900.0,78.4,61.65
1,1455481.02,2022-01,2022Q1,West,9247.5,150,2691,6556.5,70.9,61.65
1,1455481.02,2022-03,2022Q1,East,12946.5,210,3787,9159.5,70.75,61.65
1,1455481.02,2022-03,2022Q1,North,3699.0,60,853,2846.0,76.94,61.65
1,1455481.02,2022-03,2022Q1,West,11097.0,180,3542,7555.0,68.08,61.65
1,1455481.02,2022-04,2022Q2,East,3699.0,60,843,2856.0,77.21,61.65
1,1455481.02,2022-07,2022Q3,East,3699.0,60,925,2774.0,74.99,61.65
1,1455548.02,2021-01,2021Q1,East,16440.0,200,3523,12917.0,78.57,82.2
1,1455548.02,2021-01,2021Q1,North,16440.0,200,4740,11700.0,71.17,82.2
1,1455548.02,2021-01,2021Q1,South,16440.0,200,4275,12165.0,74.0,82.2
1,1455548.02,2021-01,2021Q1,West,16440.0,200,3849,12591.0,76.59,82.2
1,1455548.02,2021-02,2021Q1,East,13152.0,160,2693,10459.0,79.52,82.2
1,1455548.02,2021-02,2021Q1,North,16440.0,200,4649,11791.0,71.72,82.2
1,1455548.02,2021-02,2021Q1,South,13152.0,160,3640,9512.0,72.32,82.2
1,1455548.02,2021-02,2021Q1,West,13152.0,160,4298,8854.0,67.32,82.2
1,1455548.02,2021-03,2021Q1,East,19728.0,240,4032,15696.0,79.56,82.2
1,1455548.02,2021-03,2021Q1,North,19728.0,240,3953,15775.0,79.96,82.2
1,1455548.02,2021-03,2021Q1,West,19728.0,240,5765,13963.0,70.78,82.2
1,1455548.02,2021-04,2021Q2,East,23016.0,280,7162,15854.0,68.88,82.2
1,1455548.02,2021-04,2021Q2,North,11508.0,140,3912,7596.0,66.01,82.2
1,1455548.02,2021-04,2021Q2,South,11508.0,140,2371,9137.0,79.4,82.2
1,1455548.02,2021-05,2021Q2,East,26304.0,320,8111,18193.0,69.16,82.2
1,1455548.02,2021-05,2021Q2,West,26304.0,320,7780,18524.0,70.42,82.2
1,1455548.02,2021-06,2021Q2,East,4932.0,60,1046,3886.0,78.79,82.2
1,1455548.02,2021-06,2021Q2,North,23016.0,280,7429,15587.0,67.72,82.2
1,1455548.02,2021-07,2021Q3,North,23016.0,280,7003,16013.0,69.57,82.2
1,1455548.02,2021-07,2021Q3,South,4932.0,60,1237,3695.0,74.92,82.2
1,1455548.02,2021-07,2021Q3,West,5836.2,71,1788,4048.2,69.36,82.2
1,1455548.02,2021-08,2021Q3,North,24660.0,300,6156,18504.0,75.04,82.2
1,1455548.02,2021-09,2021Q3,East,8220.0,100,2024,6196.0,75.38,82.2
1,1455548.02,2021-09,2021Q3,North,8220.0,100,2084,6136.0,74.65,82.2
1,1455548.02,2021-09,2021Q3,South,8220.0,100,2373,5847.0,71.13,82.2
1,1455548.02,2021-10,2021Q4,East,9864.0,120,2424,7440.0,75.43,82.2
1,1455548.02,2021-10,2021Q4,South,59184.0,720,14119,45065.0,76.14,82.2
1,1455548.02,2021-10,2021Q4,West,9864.0,120,2002,7862.0,79.7,82.2
1,1455548.02,2021-11,2021Q4,South,26304.0,320,5762,20542.0,78.09,82.2
1,1455548.02,2021-11,2021Q4,West,13152.0,160,3372,9780.0,74.36,82.2
1,1455548.02,2021-12,2021Q4,North,29592.0,360,9905,19687.0,66.53,82.2
1,1455548.02,2021-12,2021Q4,South,16440.0,200,5690,10750.0,65.39,82.2
1,1455548.02,2022-01,2022Q1,East,16440.0,200,3678,12762.0,77.63,82.2
1,1455548.02,2022-01,2022Q1,North,73980.0,900,19133,54847.0,74.14,82.2
1,1455548.02,2022-02,2022Q1,West,41100.0,500,11423,29677.0,72.21,82.2
1,1455548.02,2022-03,2022Q1,North,24660.0,300,6112,18548.0,75.21,82.2
1,1455548.02,2022-03,2022Q1,West,16440.0,200,3814,12626.0,76.8,82.2
1,1455548.02,2022-04,2022Q2,North,8220.0,100,2205,6015.0,73.18,82.2
1,1455548.02,2022-04,2022Q2,West,8220.0,100,2588,5632.0,68.52,82.2
1,1455679.02,2022-06,2022Q2,North,2055.0,20,670,1385.0,67.4,102.75
1,1490342,2021-01,2021Q1,East,2820.0,12,941,1879.0,66.63,235.0
2,1210081,2021-12,2021Q4,South,93.12,24,30,63.12000000000001,67.78,3.8800000000000003
2,1220768,2021-10,2021Q4,South,205.2,2,46,159.2,77.58,102.6
2,1220768,2022-05,2022Q2,South,109.08,1,23,86.08,78.91,109.08
2,1270140.6,2022-02,2022Q1,South,77.0,20,17,60.0,77.92,3.85
2,1270160.6,2021-01,2021Q1,South,67.44,12,21,46.44,68.86,5.62
2,1270160.6,2022-02,2022Q1,West,66.72,12,13,53.72,80.52,5.56
2,1270180.6,2021-04,2021Q2,East,88.2,12,19,69.2,78.46,7.3500000000000005
2,1270180.6,2021-05,2021Q2,South,88.2,12,24,64.2,72.79,7.3500000000000005
2,1270180.6,2021-07,2021Q3,North,87.24,12,23,64.24,73.64,7.27
2,1270180.6,2021-08,2021Q3,South,174.48,24,39,135.48,77.65,7.27
2,1270180.6,2021-08,2021Q3,West,87.24,12,20,67.24,77.07,7.27
2,1270180.6,2021-10,2021Q4,North,87.24,12,25,62.24,71.34,7.27
2,1270180.6,2022-06,2022Q2,North,87.24,12,21,66.24,75.93,7.27
2,1270180.6,2022-07,2022Q3,East,87.24,12,20,67.24,77.07,7.27
2,1270180.6,2022-07,2022Q3,West,87.24,12,30,57.24,65.61,7.27
2,1270200.6,2021-08,2021Q3,West,71.84,8,14,57.84,80.51,8.98
2,1270225.6,2021-01,2021Q1,South,90.0,8,29,61.0,67.78,11.25
2,1270225.6,2021-02,2021Q1,South,90.0,8,24,66.0,73.33,11.25
2,1270225.6,2021-03,2021Q1,South,90.0,8,25,65.0,72.22,11.25
2,1270225.6,2021-04,2021Q2,North,90.0,8,19,71.0,78.89,11.25
2,1270225.6,2021-05,2021Q2,North,90.0,8,21,69.0,76.67,11.25
2,1270225.6,2021-05,2021Q2,West,180.0,16,41,139.0,77.22,11.25
2,1270225.6,2021-06,2021Q2,East,178.95999999999998,16,53,125.96000000000001,70.38,11.184999999999999
2,1270225.6,2021-07,2021Q3,North,88.96,8,24,64.96,73.02,11.12
2,1270225.6,2021-08,2021Q3,East,88.96,8,27,61.96,69.65,11.12
2,1270225.6,2021-08,2021Q3,South,88.96,8,27,61.96,69.65,11.12
2,1270225.6,2021-08,2021Q3,West,88.96,8,29,59.96,67.4,11.12
2,1270225.6,2021-09,2021Q3,East,88.96,8,29,59.96,67.4,11.12
2,1270225.6,2021-09,2021Q3,West,88.96,8,23,65.96,74.15,11.12
2,1270225.6,2021-10,2021Q4,North,88.96,8,26,62.96,70.77,11.12
2,1270225.6,2021-10,2021Q4,West,88.96,8,20,68.96,77.52,11.12
2,1270225.6,2021-11,2021Q4,South,88.96,8,21,67.96,76.39,11.12
2,1270225.6,2021-11,2021Q4,West,88.96,8,28,60.96,68.53,11.12
2,1270225.6,2022-02,2022Q1,North,88.96,8,22,66.96,75.27,11.12
2,1270225.6,2022-03,2022Q1,South,88.96,8,18,70.96,79.77,11.12
2,1270225.6,2022-03,2022Q1,West,88.96,8,24,64.96,73.02,11.12
2,1270225.6,2022-04,2022Q2,South,88.96,8,23,65.96,74.15,11.12
2,1270225.6,2022-04,2022Q2,West,88.96,8,26,62.96,70.77,11.12
2,1270225.6,2022-05,2022Q2,West,88.96,8,17,71.96,80.89,11.12
2,1270225.6,2022-06,2022Q2,West,266.88,24,60,206.88,77.52,11.12
2,1270225.6,2022-07,2022Q3,East,177.92,16,45,132.92,74.71,11.12
2,1270225.6,2022-07,2022Q3,South,88.96,8,25,63.96,71.9,11.12
2,1270225.6,2022-07,2022Q3,West,88.96,8,25,63.96,71.9,11.12
2,1270265.6,2021-02,2021Q1,North,235.36,16,64,171.36,72.81,14.71
2,1270265.6,2021-02,2021Q1,West,353.04,24,120,233.04,66.01,14.71
2,1270265.6,2021-05,2021Q2,West,647.24,44,164,483.24,74.66,14.71
2,1270265.6,2021-06,2021Q2,West,523.44,36,112,411.44000000000005,78.6,14.540000000000001
2,1270265.6,2021-07,2021Q3,East,174.48,12,53,121.48,69.62,14.54
2,1270265.6,2021-07,2021Q3,South,290.8,20,76,214.8,73.87,14.540000000000001
2,1270265.6,2021-08,2021Q3,East,581.6,40,189,392.6,67.5,14.540000000000001
2,1270265.6,2021-08,2021Q3,West,290.8,20,95,195.8,67.33,14.540000000000001
2,1270265.6,2021-09,2021Q3,North,290.8,20,92,198.8,68.36,14.540000000000001
2,1270265.6,2021-10,2021Q4,South,581.6,40,174,407.6,70.08,14.540000000000001
2,1270265.6,2021-10,2021Q4,West,465.28,32,155,310.28,66.69,14.54
2,1270265.6,2021-11,2021Q4,South,232.64,16,51,181.64,78.08,14.54
2,1270265.6,2022-01,2022Q1,West,116.32,8,23,93.32,80.23,14.54
2,1270265.6,2022-03,2022Q1,South,232.64,16,55,177.64,76.36,14.54
2,1270265.6,2022-03,2022Q1,West,465.28,32,100,365.28,78.51,14.54
2,1270265.6,2022-04,2022Q2,North,581.6,40,128,453.6,77.99,14.540000000000001
2,1270265.6,2022-04,2022Q2,South,174.48,12,47,127.48,73.06,14.54
2,1270265.6,2022-06,2022Q2,East,174.48,12,41,133.48,76.5,14.54
2,1270265.6,2022-06,2022Q2,West,232.64,16,59,173.64,74.64,14.54
2,1270305.6,2021-02,2021Q1,East,72.68,4,19,53.68000000000001,73.86,18.17
2,1270305.6,2021-02,2021Q1,North,72.68,4,18,54.68000000000001,75.23,18.17
2,1270305.6,2021-05,2021Q2,West,72.68,4,15,57.68000000000001,79.36,18.17
2,1270305.6,2022-01,2022Q1,South,71.84,4,22,49.84,69.38,17.96
2,1270305.6,2022-03,2022Q1,East,143.68,8,44,99.68,69.38,17.96
2,1270305.6,2022-05,2022Q2,West,215.52,12,71,144.52,67.06,17.96
2,1270305.6,2022-06,2022Q2,South,71.84,4,17,54.84,76.34,17.96
2,1270305.6,2022-07,2022Q3,West,71.84,4,15,56.84,79.12,17.96
2,1270335.6,2021-01,2021Q1,East,166.08,8,40,126.08,75.92,20.76
2,1270335.6,2021-02,2021Q1,North,83.04,4,28,55.040000000000006,66.28,20.76
2,1270335.6,2021-02,2021Q1,South,166.08,8,48,118.08,71.1,20.76
2,1270335.6,2021-02,2021Q1,West,166.08,8,47,119.08,71.7,20.76
2,1270335.6,2021-04,2021Q2,North,166.08,8,46,120.08,72.3,20.76
2,1270335.6,2021-04,2021Q2,South,166.08,8,50,116.08,69.89,20.76
2,1270335.6,2021-05,2021Q2,East,166.08,8,55,111.08,66.88,20.76
2,1270335.6,2021-05,2021Q2,West,415.20000000000005,20,118,297.2,71.58,20.76
2,1270335.6,2021-06,2021Q2,East,246.24,12,64,182.24,74.01,20.52
2,1270335.6,2021-06,2021Q2,West,82.08,4,26,56.08,68.32,20.52
2,1270335.6,2021-07,2021Q3,East,164.16,8,56,108.16,65.89,20.52
2,1270335.6,2021-08,2021Q3,East,164.16,8,41,123.16,75.02,20.52
2,1270335.6,2021-08,2021Q3,South,164.16,8,56,108.16,65.89,20.52
2,1270335.6,2021-08,2021Q3,West,164.16,8,35,129.16,78.68,20.52
2,1270335.6,2021-09,2021Q3,North,164.16,8,51,113.16,68.93,20.52
2,1270335.6,2021-12,2021Q4,East,164.16,8,47,117.16,71.37,20.52
2,1270335.6,2022-01,2022Q1,South,164.16,8,57,107.16,65.28,20.52
2,1270335.6,2022-02,2022Q1,South,82.08,4,17,65.08,79.29,20.52
2,1270335.6,2022-03,2022Q1,North,82.08,4,20,62.08,75.63,20.52
2,1270335.6,2022-03,2022Q1,West,164.16,8,34,130.16,79.29,20.52
2,1270335.6,2022-04,2022Q2,East,328.32,16,78,250.32,76.24,20.52
2,1270335.6,2022-05,2022Q2,North,164.16,8,48,116.16,70.76,20.52
2,1270335.6,2022-06,2022Q2,East,164.16,8,37,127.16,77.46,20.52
2,1270335.6,2022-06,2022Q2,West,164.16,8,50,114.16,69.54,20.52
2,1270335.6,2022-07,2022Q3,East,164.16,8,57,107.16,65.28,20.52
2,1270335.6,2022-07,2022Q3,North,328.32,16,96,232.32,70.76,20.52
2,1270375.6,2021-01,2021Q1,South,96.88,4,29,67.88,70.07,24.22
2,1270375.6,2021-02,2021Q1,North,193.76,8,64,129.76,66.97,24.22
2,1270375.6,2021-03,2021Q1,West,193.76,8,61,132.76,68.52,24.22
2,1270375.6,2021-04,2021Q2,North,193.76,8,41,152.76,78.84,24.22
2,1270375.6,2021-05,2021Q2,East,581.28,24,143,438.28,75.4,24.22
2,1270375.6,2021-05,2021Q2,North,96.88,4,22,74.88,77.29,24.22
2,1270375.6,2021-06,2021Q2,West,191.52,8,60,131.52,68.67,23.94
2,1270375.6,2021-07,2021Q3,East,383.04,16,90,293.04,76.5,23.94
2,1270375.6,2021-08,2021Q3,North,287.28000000000003,12,90,197.28000000000003,68.67,23.94
2,1270375.6,2021-08,2021Q3,South,191.52,8,62,129.52,67.63,23.94
2,1270375.6,2021-09,2021Q3,East,191.52,8,48,143.52,74.94,23.94
2,1270375.6,2021-09,2021Q3,South,191.52,8,58,133.52,69.72,23.94
2,1270375.6,2021-10,2021Q4,East,191.52,8,58,133.52,69.72,23.94
2,1270375.6,2021-11,2021Q4,East,95.76,4,22,73.76,77.03,23.94
2,1270375.6,2021-12,2021Q4,South,191.52,8,56,135.52,70.76,23.94
2,1270375.6,2022-01,2022Q1,West,191.52,8,53,138.52,72.33,23.94
2,1270375.6,2022-02,2022Q1,East,191.52,8,64,127.52,66.58,23.94
2,1270375.6,2022-03,2022Q1,East,191.52,8,40,151.52,79.11,23.94
2,1270375.6,2022-03,2022Q1,South,191.52,8,46,145.52,75.98,23.94
2,1270375.6,2022-03,2022Q1,West,191.52,8,54,137.52,71.8,23.94
2,1270375.6,2022-04,2022Q2,East,287.28,12,72,215.28,74.94,23.939999999999998
2,1270375.6,2022-05,2022Q2,North,287.28,12,85,202.28,70.41,23.939999999999998
2,1270375.6,2022-05,2022Q2,West,191.52,8,58,133.52,69.72,23.94
2,1270375.6,2022-06,2022Q2,East,191.52,8,66,125.52,65.54,23.94
2,1270375.6,2022-06,2022Q2,South,478.79999999999995,20,140,338.8,70.76,23.939999999999998
2,1270375.6,2022-07,2022Q3,East,191.52,8,55,136.52,71.28,23.94
2,1270375.6,2022-07,2022Q3,West,191.52,8,57,134.52,70.24,23.94
2,1270415.6,2021-01,2021Q1,North,110.72,4,29,81.72,73.81,27.68
2,1270415.6,2021-02,2021Q1,North,110.72,4,22,88.72,80.13,27.68
2,1270415.6,2021-02,2021Q1,South,110.72,4,35,75.72,68.39,27.68
2,1270415.6,2021-04,2021Q2,South,110.72,4,36,74.72,67.49,27.68
2,1270415.6,2021-04,2021Q2,West,110.72,4,37,73.72,66.58,27.68
2,1270415.6,2021-05,2021Q2,East,110.72,4,35,75.72,68.39,27.68
2,1270415.6,2021-05,2021Q2,North,110.72,4,28,82.72,74.71,27.68
2,1270415.6,2021-06,2021Q2,South,437.76,16,106,331.76,75.79,27.36
2,1270415.6,2021-07,2021Q3,East,328.32,12,93,235.32,71.67,27.36
2,1270415.6,2021-09,2021Q3,South,109.44,4,33,76.44,69.85,27.36
2,1270415.6,2021-09,2021Q3,West,109.44,4,29,80.44,73.5,27.36
2,1270415.6,2021-10,2021Q4,East,109.44,4,35,74.44,68.02,27.36
2,1270415.6,2021-10,2021Q4,North,109.44,4,21,88.44,80.81,27.36
2,1270415.6,2022-04,2022Q2,East,218.88,8,62,156.88,71.67,27.36
2,1270415.6,2022-04,2022Q2,South,109.44,4,25,84.44,77.16,27.36
2,1270415.6,2022-05,2022Q2,East,218.88,8,59,159.88,73.04,27.36
2,1270415.6,2022-07,2022Q3,East,109.44,4,22,87.44,79.9,27.36
2,1270455.6,2021-02,2021Q1,East,62.28,2,21,41.28,66.28,31.14
2,1270455.6,2021-05,2021Q2,East,62.28,2,15,47.28,75.92,31.14
2,1270455.6,2021-05,2021Q2,North,124.56,4,29,95.56,76.72,31.14
2,1270455.6,2021-05,2021Q2,West,62.28,2,19,43.28,69.49,31.14
2,1270455.6,2021-06,2021Q2,East,123.12,4,35,88.12,71.57,30.78
2,1270455.6,2021-07,2021Q3,East,61.56,2,17,44.56,72.38,30.78
2,1270455.6,2021-08,2021Q3,North,61.56,2,13,48.56,78.88,30.78
2,1270455.6,2021-08,2021Q3,West,123.12,4,25,98.12,79.69,30.78
2,1270455.6,2021-09,2021Q3,East,61.56,2,16,45.56,74.01,30.78
2,1270455.6,2021-09,2021Q3,South,123.12,4,29,94.12,76.45,30.78
2,1270455.6,2021-10,2021Q4,West,123.12,4,34,89.12,72.38,30.78
2,1270455.6,2022-01,2022Q1,South,61.56,2,14,47.56,77.26,30.78
2,1270455.6,2022-02,2022Q1,East,61.56,2,16,45.56,74.01,30.78
2,1270455.6,2022-02,2022Q1,North,123.12,4,42,81.12,65.89,30.78
2,1270455.6,2022-02,2022Q1,West,61.56,2,12,49.56,80.51,30.78
2,1270455.6,2022-03,2022Q1,East,61.56,2,12,49.56,80.51,30.78
2,1270455.6,2022-03,2022Q1,South,61.56,2,19,42.56,69.14,30.78
2,1270455.6,2022-04,2022Q2,West,123.12,4,34,89.12,72.38,30.78
2,1270455.6,2022-06,2022Q2,North,123.12,4,29,94.12,76.45,30.78
2,1270455.6,2022-06,2022Q2,West,123.12,4,27,96.12,78.07,30.78
2,1270455.6,2022-07,2022Q3,East,123.12,4,40,83.12,67.51,30.78
2,1270495.6,2021-03,2021Q1,South,69.2,2,16,53.2,76.88,34.6
2,1270495.6,2021-10,2021Q4,West,68.4,2,19,49.40000000000001,72.22,34.2
2,1270495.6,2022-05,2022Q2,West,68.4,2,14,54.40000000000001,79.53,34.2
2,1270575.6,2021-01,2021Q1,North,332.16,8,77,255.16000000000003,76.82,41.52
2,1270575.6,2021-01,2021Q1,South,332.16,8,111,221.16000000000003,66.58,41.52
2,1270575.6,2021-02,2021Q1,East,332.16,8,93,239.16000000000003,72.0,41.52
2,1270575.6,2021-03,2021Q1,West,332.16,8,89,243.16000000000003,73.21,41.52
2,1270575.6,2021-04,2021Q2,East,996.48,24,270,726.48,72.9,41.52
2,1270575.6,2021-04,2021Q2,West,332.16,8,85,247.16000000000003,74.41,41.52
2,1270575.6,2021-05,2021Q2,North,830.4,20,194,636.4,76.64,41.519999999999996
2,1270575.6,2021-05,2021Q2,South,1162.56,28,355,807.56,69.46,41.519999999999996
2,1270575.6,2021-05,2021Q2,West,830.4,20,227,603.4,72.66,41.519999999999996
2,1270575.6,2021-06,2021Q2,South,328.32,8,72,256.32,78.07,41.04
2,1270575.6,2021-07,2021Q3,South,328.32,8,70,258.32,78.68,41.04
2,1270575.6,2021-08,2021Q3,East,1313.28,32,385,928.28,70.68,41.04
2,1270575.6,2021-08,2021Q3,South,820.8,20,244,576.8,70.27,41.04
2,1270575.6,2021-08,2021Q3,West,328.32,8,65,263.32,80.2,41.04
2,1270575.6,2021-09,2021Q3,North,328.32,8,98,230.32,70.15,41.04
2,1270575.6,2021-09,2021Q3,West,656.64,16,186,470.64,71.67,41.04
2,1270575.6,2021-10,2021Q4,East,328.32,8,68,260.32,79.29,41.04
2,1270575.6,2021-10,2021Q4,North,328.32,8,93,235.32,71.67,41.04
2,1270575.6,2021-10,2021Q4,West,328.32,8,106,222.32,67.71,41.04
2,1270575.6,2021-11,2021Q4,South,328.32,8,73,255.32,77.77,41.04
2,1270575.6,2021-12,2021Q4,West,328.32,8,84,244.32,74.42,41.04
2,1270575.6,2022-01,2022Q1,South,328.32,8,103,225.32,68.63,41.04
2,1270575.6,2022-02,2022Q1,East,656.64,16,189,467.64,71.22,41.04
2,1270575.6,2022-02,2022Q1,West,492.48,12,161,331.48,67.31,41.04
2,1270575.6,2022-03,2022Q1,West,1477.44,36,370,1107.44,74.96,41.04
2,1270575.6,2022-04,2022Q2,East,328.32,8,87,241.32,73.5,41.04
2,1270575.6,2022-04,2022Q2,North,492.48,12,118,374.48,76.04,41.04
2,1270575.6,2022-04,2022Q2,West,328.32,8,90,238.32,72.59,41.04
2,1270575.6,2022-05,2022Q2,East,492.48,12,149,343.48,69.74,41.04
2,1270575.6,2022-06,2022Q2,North,1149.12,28,373,776.12,67.54,41.04
2,1270575.6,2022-06,2022Q2,South,492.48,12,151,341.48,69.34,41.04
2,1270575.6,2022-07,2022Q3,South,1805.76,44,461,1344.76,74.47,41.04
2,1270695.6,2021-01,2021Q1,East,207.6,4,60,147.6,71.1,51.9
2,1270695.6,2021-03,2021Q1,South,103.8,2,35,68.8,66.28,51.9
2,1270695.6,2021-04,2021Q2,East,103.8,2,33,70.8,68.21,51.9
2,1270695.6,2021-10,2021Q4,North,102.6,2,24,78.6,76.61,51.3
2,1270695.6,2021-11,2021Q4,South,102.6,2,33,69.6,67.84,51.3
2,1270695.6,2022-06,2022Q2,South,102.6,2,35,67.6,65.89,51.3
2,1270695.6,2022-07,2022Q3,South,102.6,2,35,67.6,65.89,51.3
2,1270815.6,2021-08,2021Q3,West,123.12,2,31,92.12,74.82,61.56
2,1270815.6,2022-03,2022Q1,East,61.56,1,14,47.56,77.26,61.56
2,1270815.6,2022-04,2022Q2,North,123.12,2,33,90.12,73.2,61.56
2,1271055.6,2022-03,2022Q1,East,82.08,1,20,62.08,75.63,82.08
2,1271055.6,2022-05,2022Q2,South,164.16,2,38,126.16,76.85,82.08
2,1271055.6,2022-07,2022Q3,North,164.16,2,41,123.16,75.02,82.08
2,1280080,2021-05,2021Q2,East,88.2,36,30,58.2,65.99,2.45
2,1280080,2021-10,2021Q4,West,88.2,36,27,61.2,69.39,2.45
2,1280080,2022-03,2022Q1,South,91.8,36,23,68.8,74.95,2.55
2,1280120,2021-03,2021Q1,North,88.2,20,29,59.2,67.12,4.41
2,1280120,2021-05,2021Q2,North,88.2,20,30,58.2,65.99,4.41
2,1280120,2021-11,2021Q4,East,88.2,20,19,69.2,78.46,4.41
